tipe laka lantas;jumlah korban luka berat;jumlah korban luka ringan;jumlah korban meninggal dunia;latitude;longititude;direction;tipe cahaya;cuaca;fungsi jalan;kelas jalan;geometri jalan;tipe jalan;kecepatan;jenis jalan;lokasi jalan;kecamatan;jenis luka ;age;jenis kelamin;jenis kendaraan;cluster;kategori
tabrakan saat gerakan putar balik;0;1;0;-7,163270213;112,6282947;timur (90°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;4/2 b (4 lajur/2 arah dengan batas median);40;jalan kota / kabupaten;jalan raya dr. wahidin sudirohusodo  kel. kebomas kec. kebomas kab. gresik;kebomas;kecelakaan ringan;<17;perempuan;r2 (sepeda motor);0;tinggi
tabrakan saat gerakan putar balik;0;1;0;-6,914313156;112,5372603;barat (270°);gelap / sulit terlihat;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya desa pangkah kulon kecamatan ujungpangkah kabupaten gresik;ujungpangkah;kecelakaan ringan;17-25;laki-laki;mini bus;1;sedang
tabrakan saat gerakan putar balik;0;2;0;-7,184897218;112,6089288;barat (270°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya ds. kedanyang kec. kebomas kab. gresik;kebomas;kecelakaan ringan;<17;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan saat gerakan putar balik;0;1;0;-7,034331189;112,5277571;barat (270°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds. mojopuro wetan  kec. bungah kab. gresik;bungah;kecelakaan ringan;17-25;perempuan;r2 (sepeda motor);1;sedang
tabrakan saat gerakan putar balik;0;1;0;-7,290593718;112,5653584;barat (270°);terang / jelas;cerah;kolektor;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan propinsi;jalan raya ds. bringkang kec. menganti kab. gresik;menganti;kecelakaan ringan;26-45;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan saat gerakan putar balik;0;2;0;-6,968326435;112,4378793;barat (270°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya ds. petiyin tunggal kec. dukun kab. gresik;dukun;kecelakaan ringan;nan;laki-laki;sepeda angin;1;sedang
tabrakan saat gerakan putar balik;0;1;0;-6,962930488;112,4114744;timur (90°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds. lowayu kec. dukun kab. gresik;dukun;kecelakaan ringan;46-65;perempuan;r2 (sepeda motor);1;sedang
tabrakan dengan kendaraan menyebrang dari sisi kanan jalan;0;1;0;-7,182396623;112,6490631;timur (90°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya veteran kel. sidomoro kec. kebomas kab. gresik;kebomas;kecelakaan ringan;26-45;perempuan;r2 (sepeda motor);0;tinggi
tabrakan dengan kendaraan menyebrang dari sisi kanan jalan;0;2;0;-6,965664151;112,5154707;selatan (180°);terang / jelas;cerah;arteri;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan nasional;jalan raya ds. wadeng kec. sidayu kab. gresik;sidayu;kecelakaan ringan;46-65;laki-laki;truk berat / tronton;1;sedang
tabrakan dengan kendaraan menyebrang dari sisi kanan jalan;0;1;0;-7,280609458;112,5833112;barat (270°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya ds. hulaan kec. menganti kab. gresik;menganti;kecelakaan ringan;nan;perempuan;r2 (sepeda motor);0;tinggi
tabrakan dengan kendaraan menyebrang dari sisi kanan jalan;0;2;0;-7,192477133;112,509603;timur (90°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds. jatirembe kec. benjeng kab. gresik;benjeng;kecelakaan ringan;nan;laki-laki;r2 (sepeda motor);1;sedang
tabrakan dengan kendaraan menyebrang dari sisi kanan jalan;0;2;0;-7,169566511;112,5812267;utara (0°);gelap / sulit terlihat;cerah;arteri;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan nasional;jalan raya ds banjarsari kec cerme kab. gresik;cerme;kecelakaan ringan;26-45;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan dengan kendaraan menyebrang dari sisi kanan jalan;0;1;0;-7,001216105;112,5765665;timur (90°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds. ngawen kec. sidayu kab. gresik;sidayu;kecelakaan ringan;46-65;perempuan;r2 (sepeda motor);0;tinggi
tabrakan dengan kendaraan menyebrang dari sisi kanan jalan;0;1;0;-6,994502284;112,5639037;timur (90°);terang / jelas;cerah;arteri;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan nasional;jalan raya ds. sidomulyo kec. sidayu kab. gresik;sidayu;kecelakaan ringan;46-65;laki-laki;mini bus;0;tinggi
tabrakan dengan kendaraan menyebrang dari sisi kanan jalan;0;2;0;-7,357199675;112,6281379;timur (90°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya ds. tenaru kec. driyorejo kab. gresik;driyorejo;kecelakaan ringan;<17;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan dengan kendaraan menyebrang dari sisi kanan jalan;0;1;0;-7,337849496;112,6305015;timur (90°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya desa petiken kecamatan driyorejo kabupaten gresik;driyorejo;kecelakaan ringan;<17;perempuan;r2 (sepeda motor);0;tinggi
tabrakan dengan kendaraan menyebrang dari sisi kanan jalan;0;2;0;-7,149939269;112,642307;selatan (180°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya gubernur suryo kel. tlogopojok kec. gresik;gresik;kecelakaan ringan;26-45;laki-laki;trailer 20 feet;0;tinggi
tabrakan dengan kendaraan menyebrang dari sisi kanan jalan;0;2;0;-7,368411202;112,6046196;utara (0°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds driyorejo kec driyorejo kab. gresik;driyorejo;kecelakaan ringan;nan;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan dengan kendaraan menyebrang dari sisi kanan jalan;0;3;0;-7,251061377;112,5869223;timur (90°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds. gempolkurung kec. menganti kab. gresik;menganti;kecelakaan ringan;26-45;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan dengan kendaraan menyebrang dari sisi kanan jalan;0;1;0;-7,295465037;112,5969558;barat (270°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds. sidowungu kec. menganti kab. gresik;menganti;kecelakaan ringan;26-45;perempuan;r2 (sepeda motor);0;tinggi
tabrakan dengan kendaraan menyebrang dari sisi kanan jalan;0;3;0;-7,052467342;112,5728882;barat (270°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya desa bungah kecamatan bungah kabupaten gresik;bungah;kecelakaan ringan;26-45;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan dengan kendaraan menyebrang dari sisi kanan jalan;0;1;0;-7,163127451;112,629329;selatan (180°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya dr. wahidin sudirohusodo  kel. randuagung kec. kebomas kab. gresik;kebomas;kecelakaan ringan;46-65;perempuan;r2 (sepeda motor);0;tinggi
kendaraan out of control keluar ke kiri jalan;1;0;0;-7,185154051;112,6608825;timur (90°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya kapten darmosugondo desa karangkiring kecamatan kebomas kabupaten gresik;kebomas;kecelakaan berat;46-65;laki-laki;mini truk;2;rendah
kendaraan out of control keluar ke kiri jalan;1;0;0;-7,250909008;112,5666168;barat (270°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds. boboh kec. meganti kab. gresik;menganti;kecelakaan fatal;46-65;laki-laki;r2 (sepeda motor);2;rendah
kendaraan out of control keluar ke kiri jalan;1;1;0;-5,822363283;112,6705466;utara (0°);terang / jelas;cerah;lokal / lingkungan;iii (jalan kecil utk max beban 8 ton & 9 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);30;jalan desa;jalan umum ds. gunungteguh kec. sangkapura kab. gresik;sangkapura;kecelakaan berat;17-25;perempuan;r2 (sepeda motor);2;rendah
kendaraan out of control keluar ke kiri jalan;0;0;1;-7,291964886;112,5728719;barat (270°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya sidojangkung kec. menganti kab. gresik;menganti;kecelakaan fatal;46-65;laki-laki;r2 (sepeda motor);0;tinggi
kendaraan out of control keluar ke kiri jalan;1;1;0;-7,174356944;112,6126791;selatan (180°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya ds. kembangan kec. kebomas kab. gresik;kebomas;kecelakaan berat;26-45;perempuan;r2 (sepeda motor);2;rendah
kendaraan out of control keluar ke kiri jalan;1;0;0;-7,355002924;112,623412;barat (270°);terang / jelas;cerah;tol;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/1 (2 lajur/1 arah);60;jalan nasional;jalan tol sumo km 734 a ( exit tol tenaru driyorejo ) ds. tenaru kec. driyorejo kab. gresik;driyorejo;kecelakaan berat;46-65;laki-laki;mini bus;2;rendah
kendaraan out of control keluar ke kiri jalan;1;0;0;-7,291230078;112,435665;selatan (180°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya ds. karangsemanding kec. balongpanggang kab. gresik;balongpanggang;kecelakaan berat;26-45;laki-laki;r2 (sepeda motor);2;rendah
kendaraan out of control keluar ke kiri jalan;1;1;0;-7,130034727;112,4788257;barat (270°);terang / jelas;cerah;arteri;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;4/2 b (4 lajur/2 arah dengan batas median);50;jalan nasional;jalan raya desa pandanan kecamatan duduksampeyan kabupaten gresik;duduk sampeyan;kecelakaan berat;nan;laki-laki;r2 (sepeda motor);2;rendah
kendaraan out of control keluar ke kiri jalan;1;0;0;-7,396154392;112,5358514;timur (90°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds. tanggunan kec. wringinanom kab. gresik;wringinanom;kecelakaan berat;nan;laki-laki;r2 (sepeda motor);2;rendah
kendaraan out of control keluar ke kiri jalan;1;0;0;-7,390113981;112,5450683;utara (0°);terang / jelas;cerah;tol;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;4/2 b (4 lajur/2 arah dengan batas median);60;jalan nasional;jalan tol klbm km 4.700b ds. sumengko kec. wringinanom kab. gresik;wringinanom;kecelakaan berat;26-45;laki-laki;mini bus;2;rendah
kendaraan out of control keluar ke kiri jalan;1;0;0;-7,277726372;112,5781737;selatan (180°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya desa hulaan kecamatan menganti  kabupaten gresik;menganti;kecelakaan berat;26-45;laki-laki;r2 (sepeda motor);2;rendah
kendaraan out of control keluar ke kiri jalan;1;0;0;-7,252652969;112,5552942;barat (270°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya ds. morowudi kec. cerme kab. gresik;cerme;kecelakaan berat;46-65;laki-laki;r2 (sepeda motor);2;rendah
kendaraan out of control keluar ke kiri jalan;1;0;0;-7,188091282;112,6602153;timur (90°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya darmo sugondo ds. karang kiring kec. kebomas kab. gresik;kebomas;kecelakaan berat;17-25;laki-laki;r2 (sepeda motor);2;rendah
tabrakan samping;1;2;0;-7,18115084;112,5798015;selatan (180°);terang / jelas;cerah;kolektor;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan propinsi;jalan raya ds. banjarsari kec. cerme kab. gresik;cerme;kecelakaan berat;<17;perempuan;medium truk;2;rendah
tabrakan samping;0;0;1;-7,384422166;112,5761022;selatan (180°);terang / jelas;cerah;arteri;i (jalan besar utk beban 10 ton & max 18 m panjang ran);x atau + (simpang empat);2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan nasional;jalan raya simpang 4 legundi ds. krikilan kec. driyorejo kab. gresik;driyorejo;kecelakaan fatal;17-25;laki-laki;truk berat / tronton;0;tinggi
tabrakan samping;0;1;0;-7,162206638;112,5347676;barat (270°);terang / jelas;cerah;arteri;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan nasional;jalan raya ds. tebaloan kec. duduksampeyan kab. gresik;duduk sampeyan;kecelakaan ringan;46-65;perempuan;r2 (sepeda motor);1;sedang
tabrakan samping;0;1;0;-7,278435472;112,5653038;utara (0°);gelap / sulit terlihat;cerah;kolektor;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan propinsi;jalan raya ds. domas kec. menganti kab. gresik;menganti;kecelakaan ringan;<17;laki-laki;mini bus;0;tinggi
tabrakan samping;0;1;0;-7,149277775;112,5110705;barat (270°);terang / jelas;cerah;arteri;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;4/2 b (4 lajur/2 arah dengan batas median);40;jalan nasional;jalan raya ds. setrohadi kec. duduksampeyan kab. gresik;duduk sampeyan;kecelakaan ringan;17-25;laki-laki;r2 (sepeda motor);1;sedang
tabrakan samping;1;1;0;-7,099778546;112,5642717;barat (270°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya ds betoyoguci kec manyar kab. gresik;manyar;kecelakaan berat;26-45;perempuan;sepeda angin;2;rendah
tabrakan samping;1;1;0;-7,286829116;112,5853421;barat (270°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya ds. hulaan kec. menganti kab. gresik;menganti;kecelakaan berat;nan;perempuan;r2 (sepeda motor);2;rendah
tabrakan samping;0;1;0;-7,226617098;112,5594552;barat (270°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya ds. cerme lor kec. cerme kab. gresik;cerme;kecelakaan ringan;nan;perempuan;r2 (sepeda motor);0;tinggi
tabrakan samping;0;1;0;-6,99951716;112,5640378;utara (0°);terang / jelas;cerah;arteri;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan nasional;jalan raya ds. racitengah kec. sidayu kab. gresik;sidayu;kecelakaan ringan;nan;perempuan;r2 (sepeda motor);0;tinggi
tabrakan samping;0;1;0;-7,176575095;112,61163;barat (270°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya mayjend sungkono kel. kembangan kec. kebomas kab. gresik;kebomas;kecelakaan ringan;17-25;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan samping;1;1;0;-7,013674124;112,5673507;selatan (180°);terang / jelas;cerah;arteri;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan nasional;jalan raya ds. gumeng kec. bungah kab. gresik;bungah;kecelakaan ringan;46-65;laki-laki;r2 (sepeda motor);2;rendah
tabrakan samping;0;1;0;-7,166976714;112,6052884;barat (270°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya dr. wahidin sudirohusodo  ds. kembangan kec. kebomas kab. gresik;kebomas;kecelakaan ringan;26-45;laki-laki;mini truk;0;tinggi
tabrakan samping;1;0;0;-7,365840605;112,6320528;timur (90°);terang / jelas;cerah;kolektor;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan propinsi;jalan raya desa cangkir kecamatan driyorejo kabupaten gresik;driyorejo;kecelakaan berat;<17;perempuan;r2 (sepeda motor);2;rendah
tabrakan kendaraan belok kanan dengan kendaraan dari arah kiri;1;0;0;-7,230402414;112,4544918;barat (270°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds. ganggang kec. balongpanggang kab. gresik;balongpanggang;kecelakaan berat;nan;perempuan;sepeda angin;2;rendah
tabrakan kendaraan belok kanan dengan kendaraan dari arah kiri;0;2;0;-7,044761484;112,5751672;timur (90°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds. bungah kec. bungah kab. gresik;bungah;kecelakaan ringan;17-25;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan kendaraan belok kanan dengan kendaraan dari arah kiri;0;2;0;-7,229646253;112,5620682;barat (270°);terang / jelas;cerah;lokal / lingkungan;iii (jalan kecil utk max beban 8 ton & 9 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);30;jalan desa;jalan umum ds. cerme kidul kec. cerme kab. gresik;cerme;kecelakaan ringan;<17;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan kendaraan belok kanan dengan kendaraan dari arah kiri;0;2;0;-7,223252505;112,5263188;utara (0°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds. kandangan kec. cerme kab. gresik;cerme;kecelakaan ringan;46-65;laki-laki;r2 (sepeda motor);1;sedang
tabrakan kendaraan belok kanan dengan kendaraan dari arah kiri;0;2;0;-7,181829343;112,6178658;timur (90°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds. sekarkurung kec. kebomas kab. gresik;kebomas;kecelakaan ringan;17-25;perempuan;r2 (sepeda motor);0;tinggi
tabrakan kendaraan belok kanan dengan kendaraan dari arah kiri;1;0;0;-7,406464084;112,5005754;utara (0°);terang / jelas;cerah;kolektor;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan propinsi;jalan raya ds. kedunganyar kec. wringinanom kab. gresik;wringinanom;kecelakaan berat;17-25;laki-laki;r2 (sepeda motor);2;rendah
tabrakan kendaraan belok kanan dengan kendaraan dari arah kiri;0;1;0;-7,166728721;112,5629802;utara (0°);terang / jelas;cerah;arteri;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;4/2 tb (4 lajur/2 arah tanpa batas median);40;jalan nasional;jalan raya ds. ambeng-ambeng kec. duduksampeyan kab. gresik;duduk sampeyan;kecelakaan ringan;nan;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan kendaraan belok kanan dengan kendaraan dari arah kiri;0;2;0;-7,187515542;112,6128966;timur (90°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds. kedanyang kec. kebomas kab. gresik;kebomas;kecelakaan ringan;46-65;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan kendaraan belok kanan dengan kendaraan dari arah kiri;0;1;0;-7,384475454;112,5761159;timur (90°);terang / jelas;cerah;kolektor;i (jalan besar utk beban 10 ton & max 18 m panjang ran);x atau + (simpang empat);2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan propinsi;jalan raya legundi ds. krikilan kec. driyorejo kab. gresik;driyorejo;kecelakaan ringan;26-45;laki-laki;truk gandeng;0;tinggi
tabrakan kendaraan belok kanan dengan kendaraan dari arah kiri;0;1;0;-7,038372682;112,5342661;selatan (180°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya ds. melirang kec. bungah kab. gresik;bungah;kecelakaan ringan;nan;laki-laki;r2 (sepeda motor);1;sedang
tabrakan kendaraan belok kanan dengan kendaraan dari arah kiri;0;2;0;-7,138794755;112,6096792;timur (90°);gelap / sulit terlihat;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds. pongangan kec. manyar kab. gresik;manyar;kecelakaan ringan;46-65;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan kendaraan belok kanan dengan kendaraan dari arah kiri;0;1;0;-7,158041383;112,6328425;selatan (180°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya siti fatimah binti mimun ds. tlogopojok kec. gresik;gresik;kecelakaan ringan;46-65;laki-laki;r2 (sepeda motor);0;tinggi
di ruas jalan, pejalan kaki sejajar jalan di kiri atau di kanan;0;2;0;-7,325959314;112,5670543;barat (270°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya desa ngepung kecamatan kedamean kabupaten gresik;kedamean;kecelakaan ringan;26-45;laki-laki;pick up;0;tinggi
di ruas jalan, pejalan kaki sejajar jalan di kiri atau di kanan;0;1;0;-7,271288338;112,5850953;utara (0°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya ds. pelemwatu kec. menganti kab. gresik;menganti;kecelakaan ringan;nan;perempuan;pejalan kaki;0;tinggi
di ruas jalan, pejalan kaki sejajar jalan di kiri atau di kanan;0;1;0;-7,261221168;112,5038215;barat (270°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya ds. bulurejo kec. benjeng kab. gresik;benjeng;kecelakaan ringan;17-25;laki-laki;pick up;1;sedang
di ruas jalan, pejalan kaki sejajar jalan di kiri atau di kanan;0;1;0;-7,16033568;112,6204118;timur (90°);terang / jelas;cerah;lokal / lingkungan;iii (jalan kecil utk max beban 8 ton & 9 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan desa;jalan umum dr. wahidin sudirohusodo  ds. randuagung kec. kebomas kab. gresik;kebomas;kecelakaan ringan;26-45;laki-laki;mini bus;0;tinggi
di ruas jalan, pejalan kaki sejajar jalan di kiri atau di kanan;1;1;0;-7,301035883;112,431661;selatan (180°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya desa sekarputih kecamatan balongpanggang kabupaten gresik;balongpanggang;kecelakaan berat;nan;laki-laki;r2 (sepeda motor);2;rendah
di ruas jalan, pejalan kaki sejajar jalan di kiri atau di kanan;0;1;0;-7,395391704;112,5245011;barat (270°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds. wringinanom kec. wringinanom kab. gresik;wringinanom;kecelakaan ringan;46-65;perempuan;r2 (sepeda motor);1;sedang
